ID,Text,Sub-task A,Sub-task B,monolingual,tokenized
C59.673,"Dada apni ja bollen akdom thik ami suni haste haste goragori khachi amito
apnar fan hoegalm apnr Vidio amr valo lagle thank you ami share korbo thank
you so much",NAG,NGEN,dada apni ja bollen akdom thik ami suni haste হাস্তে goragori khachi আমিতো apnar fan hoegalm তোমার দেখেছি amr valo লাগলে thank you আমি share করবো ধন্যবাদ you তাই much,"['dada', 'apni', 'ja', 'bollen', 'akdom', 'thik', 'ami', 'suni', 'haste', 'হাস্তে', 'goragori', 'khachi', 'আমিতো', 'apnar', 'fan', 'hoegalm', 'তোমার', 'দেখেছি', 'amr', 'valo', 'লাগলে', 'thank', 'you', 'আমি', 'share', 'করবো', 'ধন্যবাদ', 'you', 'তাই', 'much']"
C68.1051,"VEIDEO TI KHUB I BHALO LAGLO... Satti katha ei je Apnera anek Mahaan ....
Apnader mone mukukhe Aphuranta Mishti .... Dhanya Apnade'r Sat Chinta Dhanya
Apnader Subichar... JAY GURU JAY HARI BOL... PRANAM",NAG,NGEN,ভিডিও টি khub আমি ভালো laglo... satti katha ei je apnera অনেক mahaan .... আপনাদের মনে মুকুখে আফুরন্ত মিষ্টি .... ধন্য আপনাদে'র শনি chinta dhanya আপনাদের subichar... যায় শিক্ষক যায় দিন সে ছিল... প্রণাম,"['ভিডিও', 'টি', 'khub', 'আমি', 'ভালো', 'laglo...', 'satti', 'katha', 'ei', 'je', 'apnera', 'অনেক', 'mahaan', '....', 'আপনাদের', 'মনে', 'মুকুখে', 'আফুরন্ত', 'মিষ্টি', '....', 'ধন্য', ""আপনাদে'র"", 'শনি', 'chinta', 'dhanya', 'আপনাদের', 'subichar...', 'যায়', 'শিক্ষক', 'যায়', 'দিন', 'সে', 'ছিল...', 'প্রণাম']"
C68.29,খানকি মাগী তোকে দেখলে ঘূনা করে।,OAG,GEN,খানকি মাগী তোকে দেখলে ঘৃণা করে।,"['খানকি', 'মাগী', 'তোকে', 'দেখলে', 'ঘৃণা', 'করে।']"
C68.648,"সব থেকে বড় কথা হ্যালো অনেক ইউটিউবার এর পেটের ভাত জোগাড় করেছে রানু মন্ডল,
অতীন্দ্রর কিছু যায় আসে না অপমান বোধ করেননি তিনি, রানু মন্ডলের কোথায়,",CAG,NGEN,"সব থেকে বড় কথা হ্যালো অনেক ইউটিউবার পেটের ভাত জোগাড় করেছে মন্ডল, অতীন্দ্রর কিছু যায় আসে অপমান বোধ করেননি তিনি, মন্ডলের কোথায়,","['সব', 'থেকে', 'বড়', 'কথা', 'হ্যালো', 'অনেক', 'ইউটিউবার', 'পেটের', 'ভাত', 'জোগাড়', 'করেছে', 'মন্ডল,', 'অতীন্দ্রর', 'কিছু', 'যায়', 'আসে', 'অপমান', 'বোধ', 'করেননি', 'তিনি,', 'মন্ডলের', 'কোথায়,']"
C59.833,"দাদা ,তোমার video দেখে আমার মন-প্রান-ধন সব ভোরে গেল 😀😀😆😆",NAG,NGEN,"দাদা ,তোমার ভিডিও দেখে আমার মন-প্রান-ধন সব ভোরে গেল 😀😀😆😆","['দাদা', ',তোমার', 'ভিডিও', 'দেখে', 'আমার', 'মন-প্রান-ধন', 'সব', 'ভোরে', 'গেল', '😀😀😆😆']"
C59.528,😀😀😀😂😂😂😂😂😂😂,NAG,NGEN,😀😀😀😂😂😂😂😂😂😂,['😀😀😀😂😂😂😂😂😂😂']
C68.794,রানু কুকুর,OAG,NGEN,কুকুর,['কুকুর']
C68.904,Tora Indian ra Pagol Sagol Cara Ki pabi?,CAG,NGEN,বাঘ ইন্ডিয়ান আউট পাগল বাই উপায় পাবি?,"['বাঘ', 'ইন্ডিয়ান', 'আউট', 'পাগল', 'বাই', 'উপায়', 'পাবি?']"
C44.217,Masir chele ste Chi........,NAG,NGEN,মাসির ছেলে ste চি ........,"['মাসির', 'ছেলে', 'ste', 'চি', '........']"
C46.182,Derozio college ta rajarhat e Laketown e na,NAG,NGEN,derozio কলেজ ta রাজারহাট e লেকটাউন,"['derozio', 'কলেজ', 'ta', 'রাজারহাট', 'e', 'লেকটাউন']"
C45.676,দাদা এটা কোন জায়গা ঠিকানা টা দিন,NAG,NGEN,দাদা এটা কোন জায়গা ঠিকানা টা দিন,"['দাদা', 'এটা', 'কোন', 'জায়গা', 'ঠিকানা', 'টা', 'দিন']"
C59.1430,"আমি বাংলাদেশ থেকে বলছি ভিডিওটা ভালো লাগলো.. তাই like comment এবং subscribe করে
দিলাম",NAG,NGEN,আমি বাংলাদেশ থেকে বলছি ভিডিওটা ভালো লাগলো.. তাই পছন্দ মন্তব্য এবং সাবস্ক্রাইব দিলাম,"['আমি', 'বাংলাদেশ', 'থেকে', 'বলছি', 'ভিডিওটা', 'ভালো', 'লাগলো..', 'তাই', 'পছন্দ', 'মন্তব্য', 'এবং', 'সাবস্ক্রাইব', 'দিলাম']"
C59.254,Ranu mondal er naam sunle bami uthe ase 🤮🤮🤮🤮🤮🤮,OAG,NGEN,মন্ডল naam শুনলে বামি উঠে ase 🤮🤮🤮🤮🤮🤮,"['মন্ডল', 'naam', 'শুনলে', 'বামি', 'উঠে', 'ase', '🤮🤮🤮🤮🤮🤮']"
C44.152,Chhi e ki dekhlam. Ei sob dekhano thik na,NAG,NGEN,ছি ki দেখলাম। ei sob দেখানো ঠিক,"['ছি', 'ki', 'দেখলাম।', 'ei', 'sob', 'দেখানো', 'ঠিক']"
C68.1209,Kaker Gaye moyurrer palok lagiye moyur Kora jaina,CAG,NGEN,কাকের গেল ময়ূরার palok প্রয়োগ করুন ময়ূর করা jaina,"['কাকের', 'গেল', 'ময়ূরার', 'palok', 'প্রয়োগ', 'করুন', 'ময়ূর', 'করা', 'jaina']"
C68.386,Dada ekdom thik kotha bolechen,NAG,NGEN,বুক একদম ঠিক কথা bolechen,"['বুক', 'একদম', 'ঠিক', 'কথা', 'bolechen']"
C44.253,Dujon ke juta maro.........,OAG,NGEN,দুজন মিলিয়ন maro.........,"['দুজন', 'মিলিয়ন', 'maro.........']"
C68.499,Bhikiri magir besi ktha.esb magi der besi Mathai othale atai hbe,CAG,GEN,bhikiri মাগীর লোহা ktha.esb মাগি der besi মাথায় ওঠালে মান hbe,"['bhikiri', 'মাগীর', 'লোহা', 'ktha.esb', 'মাগি', 'der', 'besi', 'মাথায়', 'ওঠালে', 'মান', 'hbe']"
C44.24,Akjoner ma r akjone mashi..mane cousine .,NAG,GEN,akjoner কি r কর্ম উত্তম. .. নকল কাজিন .,"['akjoner', 'কি', 'r', 'কর্ম', 'উত্তম.', '..', 'নকল', 'কাজিন', '.']"
C44.175,Prithibi te atai baki 6ilo hoyar,NAG,NGEN,পৃথিবী প্রতি মান বাকি 6ilo হোয়ার,"['পৃথিবী', 'প্রতি', 'মান', 'বাকি', '6ilo', 'হোয়ার']"
C44.333.2,@badsha sk na hoy na,NAG,NGEN,@badsha স্ক হয়,"['@badsha', 'স্ক', 'হয়']"
C59.278,"যদি হলিউড থেকে অফার আসে (যদিও সম্ভব না) , রানু মন্ডল বলবে, ""আমি তো হিমেশ এর
সাথে কথা বলতাম না, আমি তো জানি আমি কী?! আর হিমেশ কী? হিমেশ তো ঠিকঠাক গান গাইতে
পারত না। হিমেশের মাথায় ঊকুন ছিল । """,CAG,NGEN,"যদি হলিউড থেকে অফার আসে (যদিও সম্ভব না) , মন্ডল বলবে, ""আমি তো হিমেশ সাথে কথা বলতাম না, আমি তো জানি আমি কী?! হিমেশ কী? হিমেশ তো ঠিকঠাক গান গাইতে পারত না। হিমেশের মাথায় ঊকুন ছিল । ""","['যদি', 'হলিউড', 'থেকে', 'অফার', 'আসে', '(যদিও', 'সম্ভব', 'না)', ',', 'মন্ডল', 'বলবে,', '""আমি', 'তো', 'হিমেশ', 'সাথে', 'কথা', 'বলতাম', 'না,', 'আমি', 'তো', 'জানি', 'আমি', 'কী?!', 'হিমেশ', 'কী?', 'হিমেশ', 'তো', 'ঠিকঠাক', 'গান', 'গাইতে', 'পারত', 'না।', 'হিমেশের', 'মাথায়', 'ঊকুন', 'ছিল', '।', '""']"
C68.203,Ra uni chital,OAG,NGEN,আউট সংযুক্ত পড়া,"['আউট', 'সংযুক্ত', 'পড়া']"
C46.259,ফাঁসি চাই,NAG,NGEN,ফাঁসি চাই,"['ফাঁসি', 'চাই']"
C46.80,Ader k... O acha Haidrabad ar moto saja chai,CAG,NGEN,শিরা প্রতি... দ্য ভাবুন হায়দরাবাদ মতো কেবল চাই,"['শিরা', 'প্রতি...', 'দ্য', 'ভাবুন', 'হায়দরাবাদ', 'মতো', 'কেবল', 'চাই']"
C59.567,"bhai darun.. aaj 1st tomake you tube a pelam... vabini mirrakle er por ato din
por you tube a tomake pabo.. onake video dekhe felechi.. khub valo lagche.👌👌👌",NAG,NGEN,ভাই দারুন.. আজ 1 ম তোমাকে আপনি নল ক পেলাম... ভাবিনি অলৌকিক ঘটনা দ্বারা সেগুলো থেকে দ্বারা আপনি নল ক তোমাকে পাবো.. ওনাকে ভিডিও dekhe felechi.. khub ভালো lagche.👌👌👌,"['ভাই', 'দারুন..', 'আজ', '1', 'ম', 'তোমাকে', 'আপনি', 'নল', 'ক', 'পেলাম...', 'ভাবিনি', 'অলৌকিক', 'ঘটনা', 'দ্বারা', 'সেগুলো', 'থেকে', 'দ্বারা', 'আপনি', 'নল', 'ক', 'তোমাকে', 'পাবো..', 'ওনাকে', 'ভিডিও', 'dekhe', 'felechi..', 'khub', 'ভালো', 'lagche.👌👌👌']"
C59.46,"Kopaal to vaalo j Vogobaaner chaakor bolechhe Nijer chakor boleni J eii
besi....",CAG,NGEN,কোপাল প্রতি কোঁকড়ানো j ভোগোবাণের চকোর বলেছে নিজের চাকর বলতে জে eii আয়রন ....,"['কোপাল', 'প্রতি', 'কোঁকড়ানো', 'j', 'ভোগোবাণের', 'চকোর', 'বলেছে', 'নিজের', 'চাকর', 'বলতে', 'জে', 'eii', 'আয়রন', '....']"
C61.1004.1,"Magi,sali,kanki,notti,,ak,akhono,ok,gan,bolassai",OAG,GEN,"magi,sali,kanki,notti,,ak,akhono,ok,gan,bolassai","['magi,sali,kanki,notti,,ak,akhono,ok,gan,bolassai']"
C68.146,"Bhai o mentally sick, tai or katha nai dhara uchit. R khamoka onake publicity
kano den apnara, apnara to kono general knowledge er meaningful content banano
ucchit.",CAG,NGEN,"ভাই দ্য মানসিকভাবে অসুস্থ, বা বা কথা অনুপস্থিত dhara uchit. খামোকা ওনাকে প্রচার কানো den আপনারা, apnara প্রতি কোনো general জ্ঞান meaningful বিষয়বস্তু বানানো ছবি","['ভাই', 'দ্য', 'মানসিকভাবে', 'অসুস্থ,', 'বা', 'বা', 'কথা', 'অনুপস্থিত', 'dhara', 'uchit.', 'খামোকা', 'ওনাকে', 'প্রচার', 'কানো', 'den', 'আপনারা,', 'apnara', 'প্রতি', 'কোনো', 'general', 'জ্ঞান', 'meaningful', 'বিষয়বস্তু', 'বানানো', 'ছবি']"
C59.1235,Ranu mondol akta faltu no big fan khub gham ranu modol,NAG,NGEN,মন্ডল একটা ফালতু no বিশাল ফ্যান খুব gham মডেল,"['মন্ডল', 'একটা', 'ফালতু', 'no', 'বিশাল', 'ফ্যান', 'খুব', 'gham', 'মডেল']"
