monolingual,Sub-task B
আসলে পুরোটাই হলো বিকৃত কামের ফল। ছেলেটির বিকৃত কাম কে প্রশয় দিয়ে মেয়েটি নিজেই নিজের বিপদ ডেকে আনে,0
amra caile amadae somaj ke paltate pari ai somaj paltanu kobe dorkar ... jekane ai sob cole sekane keo santite thakte parena. (the dark helps 102.82.1.1.0.),1
শালী মাগী একটা খাংকি,0
@সুমন mazumdar নিজে ভাগ্নের সঙ্গে থাকে মামী সামি জানে সব কিছু বর্ধমান থাকে,1
রি‌জেক‌টেড মাল । সৃ‌জিত উ‌চ্ছিষ্ট খে‌তে অভ্যস্ত ।,0
vhai ami ekhon porjonto kono চ্যানেল সাবস্ক্রাইব করিনি ai 1 ম tor channel subscribe করলাম .. আমরা হব done.. darun he6is,1
vai জগত kotai,1
রানুদির মাথা খারাপ এখন রয়েছে এজন্য ওকে মেনে নিতে হবে,1
ki ki kotha জানান বলুন,1
তাদের কাছে ধর্মের কোন মূল্য নেই।,1
toder di r থেকে amader নায়ক আলম অনেক ভালো..কখনো ওহোনকার nai..,1
মাজা,1
হলো আমাদের দেশ !,1
একদম ঠিক বলেছো,1
"@হিয়াশা জামান হীর মুখ জড়ো করা কথা সে ছিল এটার পর্দা shot রাখা আছে ekbar সে ছিল শুধু এবং হুমকি ভাষা jodi কিছু হয়ে গিয়ে থাকে জন্য er স্ক্রিনশট রাখা থাকলো প্রমান প্রাণে আরও দিলে দ্য থাকবে so মন এটা। ""দেখ করি ?"" লিভার পরিষ্কার কর ইউটিউব your ব্যক্তিগত property তাই মন it.",1
apu নাম টা petni মন্ডল রাখলে পারিবারিক পদক হয়...???,0
মন্ডল 😂😂😂😂😭😭😭,1
tomader মতো কিছু আনসং der আয়ন হিন্দু r মুসলিম মোড আজ আরে রকম অবস্থা...,1
ওর ওর আগের জায়গায় পাঠিয়ে দেয়া ঠিক হবে,1
মন্ডল মতই লোকের জন্য বাঙালি জাতি বদনাম হচ্ছে এইজন্য কেউ কাউকে উপকার করতে চায়না,1
গুদমারানির ঝি কে ফেরে রানাঘাটের স্টেশনে শুকনো করতে দিতে হবে খানকির এত অহংকার আগে জানতাম না😠😠😠,0
গোপনে ভিডিও তাদের কে সমাজে ছোট করার কোন মানে হয়,1
বৃষ্টি মন্ডল আমার ঝড় জালিয়াছে বুক বা তোমার ai ভিডিও টা দেখে amar খুব আনন্দ হয়েছে . thq জন্য awesome ভিডিও .👏👏👏👏👏,1
😀😀😀😀😀,1
বালের রানুদি,0
শালাদের ফাঁসি চাই ।,1
এটি গ্রহণ করা মুসলিম হয় হিন্দুদের,1
ভুল করছে মেয়েটা চেলটা বলতে হতো বাবা করা,0
ছাগল গরু ভালো,1
হেই আপনি ami just তোমার প্রিম ক পরে ga6i ঠিক আছে বৃহস্পতি you,1
বন্ড krro তোমার ভিডিও,1
আদারকে সোজা ফাঁসি থেকে,1
... ছাড়া কিছু জেন . o একটা গায়ক 😤😤😤😤😤pagol পাগলী থাকে be😬😬😬😬,1
প্যাগোল টিমি,1
অপুর সেক্স সের জন্য সব করতে পারে মাগি,0
বড় বোরো বিচি ফুল ge6a জানু মন্ডল,1
জাট তুলে j পারে দেবতা এসইও ধর্ষক সমান . ধর্ষকদের kono জাট হয়না . ধর্ষক sobsomoi ধর্ষক থাকে .,1
মন্ডলকে ধিক্কার দেন,1
বুক fatiye দিয়েছো ডেটা ...,1
international ফাকার ladki..,0
লোকে ভালো শশুর সাসুরি paina sob পেয়ে করা মাগি 😠 খানকি gulor ভালো পরিবার জোটে যারা ভালো তারা পরিখা pai,0
মার শালী কে,0
মাগির ভাব বেড়ে গেছে,0
বা আমার জুতো ছুড়ে মারার video টা প্রতি dekhalen na ami ওটা dekhar জন্যই ভিডিও টা খোলা করে৬ইলাম but ওটা dekte pelam na....apni ota দেখালেন na😒😒,1
একদম সত্যি kota,1
era vhule jai j erao ekta maer পোষা প্রাণী থেকে jonme6y ar akta মায়ের sorbo nash korche..mayder sorrir প্রতি era taken for মঞ্জুর vhabe janoar গুলো,0
thik bolecho,1
osm পুরো amar moner kotha ব্যথা,1
চুদির betara tora boro khankir 6ele,0
super da,1
e ekta khanki,0
"আজব তো, ঘটনাটা বাবা মা জানলো না?",1
pagli magi,0
bhai pagol sa,1
rubbish lady,1
amar mone hoi ranu mondal sharajonter shikar,1
ছিঃ দি ছিঃ,1
ভিডিও তে dislike দেখে অবাক হলাম ...রানু মন্ডলের সুরেলা কণ্ঠ যেমন উচ্চ প্রসংশার দাবি রাখে ..তেমনি অকৃতজ্ঞার ধিক্কার এড়িয়ে যেতে পারবে,1
magi ke juto khule mar,0
ওপার বাংলায় শ্রাবন্তি এপার বাংলায় অপু দুটোই সমান। প্রতি বছর করেই থাকবে।,1
