monolingual,Sub-task B
absolutely bollywood fooled generationwe trapped realise bollywood core objectification men especially womenand chutiya launde buy tickets dreaming replicate actions society imagine happen youth turned show end ton making video appreciate efforts give sense unguided youthkeep continuing work billion crore subscription mensutrai highly recommending channel friends family youthbest luck lots,1
cheapest message youtube,1
guy madhave basic understanding,1
sucharita ugly atleast bark ugly,0
guy madhave basic understanding,1
first stop aborting killing daughters birth stop throughing dustbins,1
sir instead talking liberals review,1
guy madhave basic understanding,1
bollywood lion whitish gangwar bhosdike most genuine channel youtube,0
bollywood immature ironicly distructing,1
bollywood close reality,1
she sane personshe break,1
honest your opinion factreality respect opinion shuld learn respect opinions,1
bollywood feel threatened south makers that's comment nonsensical stuff,1
waste time immature distinguished lust,1
problem slap scene problem glorification top words men portrayed saints women projected pure innocent since men enjoyed screen space inception away projected heroic manly molesting suppress objectifying women leading ladies fun matter sex stay neutral justifying male inflating male ego superiority complex but note don’t liberals feminists place hating men conservative place hating women let night ideologies needed why rigid timid regressive extremists ideology liberal anti-liberal matter let’s welcoming change accommodating age traditions holistic,1
best reply sucharita tyagi fake feminist,1
i'm south felt arjun reddy biggest crap wonder shit remade bollywood original remake versions critical acclaim society calling garbage cult classic,1
how make stuff assholes,1
called feminists superior they afraid equality pleasebring equality that's important beneficial society,1
feminist bothered water crisis bothered,1
brother savior generation,1
ajay trick divide,1
super herocheap women deserve money minded ladies deserve,1
views biasedbut funny biased,1
made terms crafts principles art dumbos,1
pratik hope call coincidence designer liberal page criticising misogyny frankly speaking arjun reddy unable find single trace misogyny concerned women call real tharkis country but veere wedding more shots neglect whine babies loved couple arjun deepthi priti‍‍‍‍ top class keep work,1
case darrwhere anatgonist obsessed heroine hit herassault stalk hereven thanthe affection shahrukh climaxtab feminism feminism,1
these liberals leftist worse transgenders till transgenders morals leftist liberals they live transgenders learn lessons,0
you're watching completely negative negative impact giving balanced analysis,1
black spot shahid kapoor's career after cult udta punjab haider lot expectations but disappointed,1
they gain fucking views remember naam scene criminal salman khan convince kidnapping heroine mention scene,1
with due respect sir agree hope opinion positively provide feedback there things marks preeti territory guys taught girls properly there guys act preeti problem but guys ego harass till yes sisters faced sends message guys learn indirectly that's fighting there lot things lets defend lets pinpoint stuff content entertaining,1
"understand ""kabir singh"" also lack basic knowledge review powerful faults raw also points raised valid bullshit indians watch stories especially stories watch real stories stick news channelsngcdiscovery documentaries offbeat manic story cudn't understand watch answers questions",1
family ranu attitude ranu's family=,1
that ranu mondal fault that educational problem,1
but speak harsh much*d agree extent,1
perfect bollywood porn wood copywood,1
pratik borade mins video recommend write dictionary sorry dictionaries cambridge merriam webster,1
"singer sona mohapatra but ""bedardi raja zara paas aaja"" singing lulaby what promoting song nice voice nice beats put sing song remember husband ram sampath creating music delhi bellyrember bhaag bose"" song what promoting shahid kapoor acted brilliantly praise acting skills accolades song going logic watched 'gangs wasseypur'they killing spreeusing filthy language smoking weed",1
arundhati roy biggest bowls,1
seems arundhati's mother lied father thinks father,0
ajay trick divide,1
poor choice,1
week family considered complete waste time story acting horrendous end promoted negative message completely destroy person winner utter bakwas give 110,1
years loot sems country unforgivable specifically modi arundhati roy makes activist shame shame,1
proud being muslim pakistaniindian human mindlol pakistan zindabad,1
tells fall drink drink,1
bollywood feel threatened south makers that's comment nonsensical stuff,1
such stupid short negative impact gay community,1
"estranged husbands object ""katil"" murderer treated criminal dowryif give justice husbands justice hands",1
paul reality women marry prestige men marry moneydowry convenience it's men kill wives burning dinner paying full dowry list reasons year knew society shock,1
stfu hide burkha,0
totally agree nailed celebrated message finally watch criticised swag raised valid points supporters place hide counter arguments left,1
564 disliked video called feminist left liberals,1
sleeping ranga billa swara baskhar fingerring watching,0
that ranus fault education fault,1
let range billa fill applying visa overseas countries why govt napunsak revoke passportvisa arrest,0
vdo dialogues great,1
take notes fight club tyler durden badass coolest ever writer negative inspiration things end favour telling,1
pratik borade master's degree physics iit kgp seriously reads books laughing feel pity feel pity wasting time dumb youtuber hasi patra some pls kill anymore,1
government waiting interfere intelligence mouth shut,1
