ID,Text,Sub-task A,Sub-task B,clean text,tokenized,normalized lexicon,monolingual
C26.180,thats right ekdam sai kiya isne,NAG,NGEN,ekdam sai,"['ekdam', 'sai']","['at once', 'sai']",at once sai
C4.521,"Lots of love from
[#theknownartist](http://www.youtube.com/results?search_query=%23theknownartist)",NAG,NGEN,lots love #theknownartisthttpwwwyoutubecomresultssearch_query=%23theknownartist,"['lots', 'love', '#theknownartisthttpwwwyoutubecomresultssearch_query=%23theknownartist']","['lots', 'love', '#theknownartisthttpwwwyoutubecomresultssearch_query=%23theknownartist']",lots love #theknownartisthttpwwwyoutubecomresultssearch_query=%23theknownartist
C7.1318,We don't care what feminists say?😛,NAG,NGEN,care feminists,"['care', 'feminists']","['care', 'feminists']",care feminists
C10.491,"Dat cunning woman Arundhati need a doctor she is sick I feel sorry for her n
over her situation lost cognitive sense",NAG,NGEN,dat cunning woman arundhati doctor sick feel sorry situation lost cognitive sense,"['dat', 'cunning', 'woman', 'arundhati', 'doctor', 'sick', 'feel', 'sorry', 'situation', 'lost', 'cognitive', 'sense']","['dat', 'cunning', 'woman', 'arundhati', 'doctor', 'sick', 'feel', 'sorry', 'situation', 'lost', 'cognitive', 'sense']",dat cunning woman arundhati doctor sick feel sorry situation lost cognitive sense
C7.170,"Liberals? Dude u embarrassed yourself in this video. I haven't seen the movie
so idk if this movie good. But u have embarrassed yourself seriously so dont
talk about the topics you dont know anything about. I am not feminist",CAG,NGEN,liberals dude embarrassed video movie movie but embarrassed talk topics feminist,"['liberals', 'dude', 'embarrassed', 'video', 'movie', 'movie', 'but', 'embarrassed', 'talk', 'topics', 'feminist']","['liberals', 'dude', 'embarrassed', 'video', 'movie', 'movie', 'but', 'embarrassed', 'talk', 'topics', 'feminist']",liberals dude embarrassed video movie movie but embarrassed talk topics feminist
C4.1500.1,"Yes avengers and fast and furious are extremely realistic !! Bloody anpadh
gawar hypocrite loser",OAG,NGEN,yes avengers fast furious extremely realistic bloody anpadh gawar hypocrite loser,"['yes', 'avengers', 'fast', 'furious', 'extremely', 'realistic', 'bloody', 'anpadh', 'gawar', 'hypocrite', 'loser']","['yes', 'avengers', 'fast', 'furious', 'extremely', 'realistic', 'bloody', 'anpadh', 'gawar', 'hypocrite', 'loser']",yes avengers fast furious extremely realistic bloody anpadh gawar hypocrite loser
C4.186.1,"Anuroop, he's talking shit, from 1st line to last, im also against to self
destructiveness, but dont tell me to become a emotionless robot🙏 if a girl is
silent, that develops/create more opinions,
[8:45](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m45s) silent people(male
or female) have more opinions(bcz they keep mind calm nd think of several
things) and better decision making skills, because im also a silent guy i
know👍! I cant listen to his shit🙏🙏🙏",NAG,NGEN,anuroop talking shit 1st line destructiveness emotionless robot girl silent developscreate opinions 845httpswwwyoutubecomwatchv=n_zmfqmzos0&t=8m45s silent peoplemale female opinionsbcz mind calm things decision making skills silent guy listen shit,"['anuroop', 'talking', 'shit', '1st', 'line', 'destructiveness', 'emotionless', 'robot', 'girl', 'silent', 'developscreate', 'opinions', '845httpswwwyoutubecomwatchv=n_zmfqmzos0&t=8m45s', 'silent', 'peoplemale', 'female', 'opinionsbcz', 'mind', 'calm', 'things', 'decision', 'making', 'skills', 'silent', 'guy', 'listen', 'shit']","['anuroop', 'talking', 'shit', '1st', 'line', 'destructiveness', 'emotionless', 'robot', 'girl', 'silent', 'developscreate', 'opinions', '845httpswwwyoutubecomwatchv=n_zmfqmzos0&t=8m45s', 'silent', 'peoplemale', 'female', 'opinions cz', 'mind', 'calm', 'things', 'decision', 'making', 'skills', 'silent', 'guy', 'listen', 'shit']",anuroop talking shit 1st line destructiveness emotionless robot girl silent developscreate opinions 845httpswwwyoutubecomwatchv=n_zmfqmzos0&t=8m45s silent peoplemale female opinions cz mind calm things decision making skills silent guy listen shit
C4.1953.1,Tere naam was 100000x better thn shitty kabir singh👎👎👎👎👎,NAG,NGEN,tere naam 100000x thn shitty kabir singh,"['tere', 'naam', '100000x', 'thn', 'shitty', 'kabir', 'singh']","['your', 'name', '100000x', 'thn', 'shitty', 'kabir', 'lion']",your name 100000x thn shitty kabir lion
C4.970,Hate ads between video... 😏,CAG,NGEN,hate ads video,"['hate', 'ads', 'video']","['hate', 'ads', 'video']",hate ads video
C10.644,"Most despicable and a daft and ignorant lady arundhati Roy is whose claim to
fame is a nit wit fiction. Now condescending the sheer identity of beings by
naming..... What a mortified ides....",NAG,NGEN,most despicable daft ignorant lady arundhati roy claim fame nit wit fiction now condescending sheer identity beings naming what mortified ides,"['most', 'despicable', 'daft', 'ignorant', 'lady', 'arundhati', 'roy', 'claim', 'fame', 'nit', 'wit', 'fiction', 'now', 'condescending', 'sheer', 'identity', 'beings', 'naming', 'what', 'mortified', 'ides']","['most', 'despicable', 'daft', 'ignorant', 'lady', 'arundhati', 'roy', 'claim', 'fame', 'nit', 'wit', 'fiction', 'now', 'condescending', 'sheer', 'identity', 'beings', 'naming', 'what', 'mortified', 'ides']",most despicable daft ignorant lady arundhati roy claim fame nit wit fiction now condescending sheer identity beings naming what mortified ides
C4.1915,"I didn't watch that Kabir Singh movie.  
But I watched telugu version Arjun Ready.  
Reluctantly I agree with Shwetabh ,but in ""Arjun Ready"" hero will move on,
give up his bad habits after his grandmother's death and not for that girl.  
Though he has bad habits, I felt his character was genuine. He didn't not want
to escape from punishment or Karma for his deeds. He agrees his crime in the
court. He didn't not want to escape like a coward.  
And lastly he knew that he is wrong. He knew that, this is a phase in his
Life. He knew he is going to be changed and want to change but can't because
he is addicted.  
Sincerely I didn't like Shwetabh's point of view for the first time. May they
changed story line because of Bollywood's pressure.",NAG,NGEN,"watch kabir singh movie but watched telugu version arjun ready reluctantly agree shwetabh ""arjun ready"" hero move give habits grandmother's death girl though habits felt character genuine escape punishment karma deeds agrees crime court escape coward and lastly knew wrong knew phase life knew changed change addicted sincerely shwetabh's point view time may changed story line bollywood's pressure","['watch', 'kabir', 'singh', 'movie', 'but', 'watched', 'telugu', 'version', 'arjun', 'ready', 'reluctantly', 'agree', 'shwetabh', '""arjun', 'ready""', 'hero', 'move', 'give', 'habits', ""grandmother's"", 'death', 'girl', 'though', 'habits', 'felt', 'character', 'genuine', 'escape', 'punishment', 'karma', 'deeds', 'agrees', 'crime', 'court', 'escape', 'coward', 'and', 'lastly', 'knew', 'wrong', 'knew', 'phase', 'life', 'knew', 'changed', 'change', 'addicted', 'sincerely', ""shwetabh's"", 'point', 'view', 'time', 'may', 'changed', 'story', 'line', ""bollywood's"", 'pressure']","['watch', 'kabir', 'singh', 'movie', 'but', 'watched', 'telugu', 'version', 'arjun', 'ready', 'reluctantly', 'agree', 'shwetabh', '""arjun', 'ready""', 'hero', 'move', 'give', 'habits', ""grandmother's"", 'death', 'girl', 'though', 'habits', 'felt', 'character', 'genuine', 'escape', 'punishment', 'karma', 'deeds', 'agrees', 'crime', 'court', 'escape', 'coward', 'and', 'lastly', 'knew', 'wrong', 'knew', 'phase', 'life', 'knew', 'changed', 'change', 'addicted', 'sincerely', ""shwetabh's"", 'point', 'view', 'time', 'may', 'changed', 'story', 'line', ""bollywood's"", 'pressure']","watch kabir singh movie but watched telugu version arjun ready reluctantly agree shwetabh ""arjun ready"" hero move give habits grandmother's death girl though habits felt character genuine escape punishment karma deeds agrees crime court escape coward and lastly knew wrong knew phase life knew changed change addicted sincerely shwetabh's point view time may changed story line bollywood's pressure"
C7.1954,"Osm movie boss  
Altime blockbuster",NAG,NGEN,osm movie boss altime blockbuster,"['osm', 'movie', 'boss', 'altime', 'blockbuster']","['osm', 'movie', 'boss', 'altime', 'blockbuster']",osm movie boss altime blockbuster
C4.2203,Shwetabh bhai on fire 🔥,NAG,NGEN,shwetabh fire,"['shwetabh', 'fire']","['shwetabh', 'fire']",shwetabh fire
C4.242,"Stop giving more views or reviews and publicity on Kabir Singh..it has already
got too much .. it's enough.. it is not at all worth giving so much importance",CAG,NGEN,stop giving views reviews publicity kabir singhit worth giving importance,"['stop', 'giving', 'views', 'reviews', 'publicity', 'kabir', 'singhit', 'worth', 'giving', 'importance']","['stop', 'giving', 'views', 'reviews', 'publicity', 'kabir', 'singhit', 'worth', 'giving', 'importance']",stop giving views reviews publicity kabir singhit worth giving importance
C45.335.1,imo namber call me 008801850322634...ok,NAG,NGEN,namber call 008801850322634ok,"['namber', 'call', '008801850322634ok']","['namber', 'call', '008801850322634ok']",namber call 008801850322634ok
C67.145,"I understand Didi,",NAG,NGEN,understand didi,"['understand', 'didi']","['understand', 'didi']",understand didi
C10.163.1,"@Aqal Mand Yeah. Dumb Rahul bhakt. If you can pelt stones and burn down buses
and trains.... It's obvious that the 'facist' regime would use a heavy hand to
spank your ass. So don't make a fool of yourself and find peace with the tool
you play with all day long.",NAG,NGEN,aqal mand yeah dumb rahul bhakt pelt stones burn buses trains it's obvious 'facist' regime heavy hand spank ass make fool find peace tool play day long,"['aqal', 'mand', 'yeah', 'dumb', 'rahul', 'bhakt', 'pelt', 'stones', 'burn', 'buses', 'trains', ""it's"", 'obvious', ""'facist'"", 'regime', 'heavy', 'hand', 'spank', 'ass', 'make', 'fool', 'find', 'peace', 'tool', 'play', 'day', 'long']","['aqal', 'mand', 'yeah', 'dumb', 'rahul', 'bhakt', 'pelt', 'stones', 'burn', 'buses', 'trains', ""it's"", 'obvious', ""'fascist'"", 'regime', 'heavy', 'hand', 'spank', 'ass', 'make', 'fool', 'find', 'peace', 'tool', 'play', 'day', 'long']",aqal mand yeah dumb rahul bhakt pelt stones burn buses trains it's obvious 'fascist' regime heavy hand spank ass make fool find peace tool play day long
C65.424.4,Md Shahin right,NAG,NGEN,shahin,['shahin'],['shahin'],shahin
C10.660,"Before the advent of internet, social media n videos sharing platforms people
like arundhati were seen as elite writers, liberal and intellectual bt time n
internet has broken their charm n it has shown that they r nothing but rabid
haters of india, supporters of anything that is against india.",NAG,NGEN,before advent internet social media videos sharing platforms arundhati elite writers liberal intellectual time internet broken charm shown rabid haters india supporters india,"['before', 'advent', 'internet', 'social', 'media', 'videos', 'sharing', 'platforms', 'arundhati', 'elite', 'writers', 'liberal', 'intellectual', 'time', 'internet', 'broken', 'charm', 'shown', 'rabid', 'haters', 'india', 'supporters', 'india']","['before', 'advent', 'internet', 'social', 'media', 'videos', 'sharing', 'platforms', 'arundhati', 'elite', 'writers', 'liberal', 'intellectual', 'time', 'internet', 'broken', 'charm', 'shown', 'rabid', 'haters', 'india', 'supporters', 'india']",before advent internet social media videos sharing platforms arundhati elite writers liberal intellectual time internet broken charm shown rabid haters india supporters india
C4.932,"**Hahahaha Kabir Singh ke ghanti bja de yar!!!**
Well done!!! After watching this video, he would work in such a movie:D",NAG,NGEN,**hahahaha kabir singh ghanti bja yar** well after watching video work movied,"['**hahahaha', 'kabir', 'singh', 'ghanti', 'bja', 'yar**', 'well', 'after', 'watching', 'video', 'work', 'movied']","['**hahahaha', 'kabir', 'singh', 'ghanti', 'bja', 'yar**', 'well', 'after', 'watching', 'video', 'work', 'movies']",**hahahaha kabir singh ghanti bja yar** well after watching video work movies
C4.1966,Awesome Bhai 🔥🔥🔥.....please make review on joker movie.,NAG,NGEN,awesome bhai make review joker movie,"['awesome', 'bhai', 'make', 'review', 'joker', 'movie']","['awesome', 'bhai', 'make', 'review', 'joker', 'movie']",awesome bhai make review joker movie
C4.56,"I literally saw one of my junior's watsapp status where he has written that
Kabir sing movie has inspired him a lot. When I asked him what was inspiring
his reply shocked me. He told me that he liked the way Kabir loved that girl.",NAG,NGEN,literally junior's watsapp status written kabir sing movie inspired lot when asked inspiring reply shocked told kabir loved girl,"['literally', ""junior's"", 'watsapp', 'status', 'written', 'kabir', 'sing', 'movie', 'inspired', 'lot', 'when', 'asked', 'inspiring', 'reply', 'shocked', 'told', 'kabir', 'loved', 'girl']","['literally', ""junior's"", 'whatsapp', 'status', 'written', 'kabir', 'sing', 'movie', 'inspired', 'lot', 'when', 'asked', 'inspiring', 'reply', 'shocked', 'told', 'kabir', 'loved', 'girl']",literally junior's whatsapp status written kabir sing movie inspired lot when asked inspiring reply shocked told kabir loved girl
